LAP_ID,BRAND,LAP_TYPE,INCHES,SCREEN_RESOLUTION,LAP_CPU,CPU_SUBCATEGORY,RAM_SIZE_GB,MEMORY_SIZE,MEMORY_TYPE,LAP_GPU,GPU_SUBCATEGORY,OS,WEIGHT_KG,PRICE
477,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"180GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.70,72674
479,Toshiba,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.05,89084
480,Dell,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"512GB ",SSD,"Nvidia "," GeForce 940MX","Windows 10",2.16,67239
481,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.18,31254
482,HP,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",4,"128GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.49,38681
483,Chuwi,Notebook,15.6,"Full HD 1920x1080","Intel "," Atom x5-Z8350 1.44GHz",4,"64GB ",STORAGE,"Intel "," HD Graphics","Windows 10",1.89,13261
484,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2.0GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.30,30103
485,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.75,55891
486,Dell,Workstation,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6820HQ 2.7GHz",16,"512GB ",SSD,"Nvidia "," Quadro M620","Windows 10",2.17,124569
487,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",SSD,"Nvidia "," GeForce GTX 1050","Windows 10",2.06,101179
488,Lenovo,Ultrabook,12.5,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.36,95797
489,Asus,Ultrabook,12.5,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",0.91,103896
490,Lenovo,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce 940MX","Windows 10",2.30,53919
491,Toshiba,Ultrabook,13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",32,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.05,149131
492,Asus,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",1.99,71928
493,Acer,Notebook,15.6,1366x768,"AMD "," A10-Series 9620P 2.5GHz",8,"1TB ",HDD,"AMD "," Radeon RX 540","Windows 10",2.20,30849
494,Asus,Gaming,17.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",24,"256GB ",HDD,"Nvidia "," GeForce GTX 965M","Windows 10",4.33,67612
495,Lenovo,Ultrabook,12.5,"IPS Panel 1366x768","Intel "," Core i5 6200U 2.3GHz",8,"180GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.30,58555
496,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",2.17,47893
497,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i7 7600U 2.8GHz",8,"1TB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.48,93187
498,Lenovo,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i3 7100U 2.4GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.40,50563
499,Lenovo,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.30,48538
500,Asus,Netbook,11.6,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"64GB ",STORAGE,"Intel "," HD Graphics 500","Windows 10 S",1.20,18115
501,HP,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"AMD "," Radeon 520","Windows 10",1.91,32980
502,Lenovo,"2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.40,85195
503,Lenovo,Notebook,14.0,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"500GB ",HDD,"Intel "," HD Graphics 500","Windows 10",2.10,15931
504,Lenovo,Netbook,11.6,1366x768,"Intel "," Celeron Dual Core N3060 1.6GHz",4,"16GB ",SSD,"Intel "," HD Graphics 400","Chrome OS",1.25,14119
505,Lenovo,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.44,50563
506,Asus,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.00,65215
507,Acer,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",4,"1TB ",HDD,"Nvidia "," GeForce MX150","Windows 10",2.20,32661
508,HP,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.34,70489
509,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","No OS",2.40,61219
510,Dell,Ultrabook,13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.29,47899
511,Acer,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",4,"500GB ",HDD,"Nvidia "," GeForce 940MX","Windows 10",2.20,34046
512,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.18,44542
513,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",16,"256GB ",HDD,"AMD "," Radeon 530","Windows 10",2.20,64961
514,Xiaomi,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 8550U 1.8GHz",16,"256GB ",SSD,"Nvidia "," GeForce MX150","No OS",1.95,74589
515,Asus,Netbook,11.6,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",2,"32GB ",STORAGE,"Intel "," HD Graphics 500","Windows 10",1.10,13054
516,HP,Notebook,15.6,"Touchscreen 1366x768","Intel "," Core i5 8250U 1.6GHz",4,"1TB ",HDD,"Intel "," UHD Graphics 620","Windows 10",2.04,27784
517,Asus,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",24,"512GB ",SSD,"Nvidia "," GeForce GTX1080","Windows 10",2.24,158135
518,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX","Windows 10",2.04,47366
519,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX1050 Ti","Windows 10",3.00,80133
520,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",3.20,74539
521,HP,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.32,74539
522,Dell,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7300U 2.6GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.64,68184
523,HP,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.63,36710
524,Dell,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"128GB ",HDD,"AMD "," Radeon 530",Linux,2.80,47366
525,Lenovo,Notebook,24.0,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",2.02,71395
526,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",4,"1TB ",HDD,"Nvidia "," GeForce 920MX","Windows 10",2.20,42571
527,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",8,"2TB ",HDD,"Nvidia "," GeForce 920MX ","No OS",2.20,24456
528,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"AMD "," Radeon R5 M430","Windows 10",2.30,31169
529,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7440HQ 2.8GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.90,73367
530,Dell,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",4.42,160520
531,Toshiba,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.00,45821
532,Asus,Notebook,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",HDD,"Nvidia "," GeForce GTX 960M","Windows 10",2.00,69211
533,Mediacom,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Celeron Quad Core N3450 1.1GHz",4,"32GB ",SSD,"Intel "," HD Graphics 500","Windows 10",1.20,19660
534,Asus,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.30,87859
535,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7600U 2.8GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX","Windows 10",1.93,72940
536,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",8,"256GB ",SSD,"AMD "," Radeon 530","Windows 10",2.20,42486
537,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Pentium Quad Core N3710 1.6GHz",4,"256GB ",SSD,"Intel "," HD Graphics 405","Windows 10",1.86,21258
538,HP,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",12,"1TB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.62,95851
539,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Nvidia "," GeForce 940MX","Windows 10",1.87,45768
540,Dell,Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel "," Core i7 8550U 1.8GHz",8,"256GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.20,74539
541,Dell,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i3 6006U 2GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.60,39207
542,HP,Ultrabook,13.3,"IPS Panel Quad HD+ 3200x1800","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.34,61006
543,Acer,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"1TB ",HDD,"Nvidia "," GeForce GTX 1050",Linux,2.40,42517
544,Asus,Notebook,15.6,1366x768,"AMD "," E-Series 7110 1.8GHz",4,"500GB ",HDD,"AMD "," Radeon R2 Graphics","Windows 10",2.00,18595
545,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 7100U 2.4GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.10,37589
546,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.87,41825
547,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"1TB ",HDD,"Intel "," HD Graphics 520","No OS",2.15,24634
548,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 6006U 2GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.86,21152
549,Lenovo,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.99,92121
550,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 6006U 2GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.20,26587
551,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.90,59513
552,Dell,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",4.42,143803
553,HP,Notebook,17.3,1600x900,"Intel "," Core i3 6006U 2GHz",8,"1TB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.65,28992
554,HP,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"Nvidia "," GeForce 930MX","Windows 10",2.63,68198
555,Asus,Notebook,15.6,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"500GB ",HDD,"Intel "," HD Graphics 500",Linux,2.00,11935
556,Mediacom,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Atom x5-Z8350 1.44GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics","Windows 10",1.35,13586
557,Lenovo,Notebook,17.3,1600x900,"Intel "," Core i7 7500U 2.7GHz",6,"128GB ",HDD,"Nvidia "," GeForce 940MX","Windows 10",2.80,50563
558,HP,Notebook,15.6,"IPS Panel Full HD 1920x1080","AMD "," A10-Series A10-9620P 2.5GHz",6,"128GB ",SSD,"AMD "," Radeon 530","Windows 10",1.91,30311
559,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M420","Windows 10",2.18,32922
560,Acer,"2 in 1 Convertible",11.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Celeron Dual Core N3350 2.0GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 500","Windows 10",1.25,18595
561,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 7130U 2.7GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.05,33566
562,HP,Ultrabook,13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel "," Core M 6Y75 1.2GHz",16,"512GB ",SSD,"Intel "," HD Graphics 515","Windows 10",1.16,104695
563,Lenovo,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"256GB ",SSD,"Nvidia "," Quadro M620M","Windows 10",3.40,159787
564,Asus,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.50,44702
565,Dell,Ultrabook,13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel "," Core i5 8250U 1.6GHz",8,"128GB ",SSD,"Intel "," UHD Graphics 620","Windows 10",1.21,85195
566,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7300U 2.6GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.93,51096
568,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Pentium Quad Core N4200 1.1GHz",4,"500GB ",HDD,"Intel "," HD Graphics 505","Windows 10",2.20,18328
569,Lenovo,Notebook,14.0,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.02,52747
570,HP,Workstation,17.3,1600x900,"Intel "," Core i5 7440HQ 2.8GHz",8,"500GB ",HDD,"Nvidia "," Quadro M1200","Windows 10",3.14,99154
571,HP,Notebook,14.0,1366x768,"Intel "," Pentium Quad Core N3710 1.6GHz",8,"2TB ",HDD,"Intel "," HD Graphics 405","Windows 10",1.94,20726
572,HP,Notebook,15.6,"IPS Panel Full HD 1920x1080","AMD "," A9-Series A9-9420 3GHz",6,"256GB ",SSD,"AMD "," Radeon 530","Windows 10",1.95,34579
573,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.30,44222
574,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.05,36497
575,Mediacom,Notebook,14.0,"Full HD 1920x1080","Intel "," Atom x5-Z8350 1.44GHz",4,"32GB ",SSD,"Intel "," HD Graphics","Windows 10",1.40,13267
576,Toshiba,Ultrabook,14.0,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.24,99367
577,Lenovo,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6820HK 2.7GHz",32,"256GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",4.60,141885
578,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7820HK 2.9GHz",16,"512GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",4.14,145401
579,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"AMD "," Radeon R5 M430",Linux,2.20,39907
580,Mediacom,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Celeron Quad Core N3450 1.1GHz",4,"32GB ",SSD,"Intel "," HD Graphics 500","Windows 10",1.45,20726
581,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7300U 2.6GHz",8,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.90,53734
582,HP,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i3 7100U 2.4GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.49,38308
583,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7600U 2.8GHz",16,"256GB ",SSD,"Nvidia "," GeForce 930MX","Windows 10",1.93,81912
584,Dell,Netbook,11.6,1366x768,"Intel "," Celeron Dual Core N3060 1.6GHz",4,"16GB ",STORAGE,"Intel "," HD Graphics 400","Chrome OS",1.26,15718
585,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 6820HK 2.7GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 980M","Windows 10",4.50,125155
586,HP,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",3.78,79813
587,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6600U 2.6GHz",12,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",8.40,89137
588,Lenovo,Notebook,15.6,"Touchscreen 1366x768","Intel "," Core i7 8550U 1.8GHz",12,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.20,32448
589,Asus,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.73,94306
590,Asus,"2 in 1 Convertible",15.6,"Touchscreen 1366x768","Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.20,39374
591,Lenovo,Notebook,15.6,"Full HD 1920x1080","AMD "," A12-Series 9720P 3.6GHz",12,"512GB ",SSD,"AMD "," Radeon 530","Windows 10",2.20,50563
592,Dell,"2 in 1 Convertible",31.6,"Touchscreen 1366x768","Intel "," Core M 7Y30 1.0GHz",4,"128GB ",SSD,"Intel "," HD Graphics 615","Windows 10",1.39,32128
593,Samsung,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.50,90523
594,Lenovo,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i3 6006U 2GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","No OS",2.80,28185
595,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i3 6100U 2.3GHz",8,"1TB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.29,24456
596,Lenovo,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.37,107892
597,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 630","Windows 10",1.70,78535
598,Dell,"2 in 1 Convertible",12.5,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.34,88978
599,Dell,Workstation,15.6,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"256GB ",SSD,"Nvidia "," Quadro M620","Windows 10",2.06,93933
600,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.84,64948
601,HP,Notebook,15.6,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.10,35617
602,Acer,Notebook,14.0,"Full HD 1920x1080","Intel "," Celeron Quad Core N3450 1.1GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 500","Windows 10",1.60,17529
603,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 6820HK 2.7GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 970M","Windows 10",4.14,117163
604,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"1TB ",HDD,"AMD "," Radeon R5 M420",Linux,2.18,24775
605,MSI,Gaming,15.6,"4K Ultra HD 3840x2160","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",1.80,122491
606,Toshiba,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.20,74539
607,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",6,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.40,30050
608,Lenovo,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"256GB ",SSD,"Intel "," HD Graphics 630","Windows 10",2.00,69211
609,Acer,Notebook,14.0,1366x768,"Intel "," Pentium Quad Core N3710 1.6GHz",4,"128GB ",STORAGE,"Intel "," HD Graphics 405","Windows 10",1.60,18595
610,Lenovo,Notebook,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel "," Xeon E3-1535M v6 3.1GHz",32,"1TB ",SSD,"Nvidia "," Quadro M2200M","Windows 10",2.50,261019
611,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",16,"1TB ",HDD,"Nvidia "," GeForce GTX 960<U+039C>","Windows 10",2.59,46834
612,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2.0GHz",4,"1TB ",HDD,"Intel "," HD Graphics 520",Linux,2.18,23651
613,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2.0GHz",4,"1TB ",HDD,"Intel "," HD Graphics 520",Linux,2.25,19128
614,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7300U 2.6GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620",Linux,1.93,46300
615,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",3.00,62231
617,HP,Ultrabook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.84,74006
618,MSI,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",2.94,120832
619,Acer,"2 in 1 Convertible",11.6,"IPS Panel Touchscreen 1366x768","Intel "," Celeron Quad Core N3160 1.6GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 400","Chrome OS",1.25,20193
620,HP,Notebook,14.0,1366x768,"Intel "," Core i5 7300U 2.6GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.31,59887
621,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.65,78055
622,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",4,"1TB ",HDD,"AMD "," Radeon 530","Windows 10",2.20,41345
623,Fujitsu,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.20,42571
624,HP,Notebook,15.6,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 7",1.88,49657
626,Mediacom,Notebook,14.0,"Full HD 1920x1080","Intel "," Atom x5-Z8350 1.44GHz",2,"32GB ",STORAGE,"Intel "," HD Graphics","Windows 10",1.40,12734
627,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","No OS",2.20,24935
628,Asus,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.5GHz",6,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.50,34046
630,Asus,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",9.99,101232
631,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.62,78801
